ID,Label,URL,"Search Volume",Followers,Taxonomy,"Related Interests"
894171218980,"custom wedding gifts for the couple",https://www.pinterest.com/ideas/custom-wedding-gifts-for-the-couple/894171218980,180,0,"weddings (https://app.pinclicks.com/keyword/weddings/903260720461)
wedding favors and gifts (https://app.pinclicks.com/keyword/wedding-favors-and-gifts/945051572260)
bridal party gifts (https://app.pinclicks.com/keyword/bridal-party-gifts/907909316002)","creative wedding gifts for the couple (https://app.pinclicks.com/keyword/creative-wedding-gifts-for-the-couple/927403527818)
unique wedding gifts for bride and groom (https://app.pinclicks.com/keyword/unique-wedding-gifts-for-bride-and-groom/930677917243)
unique wedding gift ideas for couple (https://app.pinclicks.com/keyword/unique-wedding-gift-ideas-for-couple/911302714929)
unique engagement gifts for couple (https://app.pinclicks.com/keyword/unique-engagement-gifts-for-couple/910740395697)
gift ideas for married couples (https://app.pinclicks.com/keyword/gift-ideas-for-married-couples/941360079212)
gift ideas for newly weds couple (https://app.pinclicks.com/keyword/gift-ideas-for-newly-weds-couple/902307780249)
newlywed gifts (https://app.pinclicks.com/keyword/newlywed-gifts/934109073244)
wedding gift for husband (https://app.pinclicks.com/keyword/wedding-gift-for-husband/925060735065)
sentimental wedding gifts (https://app.pinclicks.com/keyword/sentimental-wedding-gifts/951492041599)
diy wedding gifts for couple (https://app.pinclicks.com/keyword/diy-wedding-gifts-for-couple/898163195910)"
896909090997,"unique first birthday gifts",https://www.pinterest.com/ideas/unique-first-birthday-gifts/896909090997,914,0,,
898466735938,"custom bridesmaid gifts",https://www.pinterest.com/ideas/custom-bridesmaid-gifts/898466735938,414,0,,
898550422621,"unique white elephant gifts",https://www.pinterest.com/ideas/unique-white-elephant-gifts/898550422621,1634,0,"event planning (https://app.pinclicks.com/keyword/event-planning/941870572865)
gifts (https://app.pinclicks.com/keyword/gifts/915305016791)
unique gifts (https://app.pinclicks.com/keyword/unique-gifts/915423028505)","white elephant gift ideas diy (https://app.pinclicks.com/keyword/white-elephant-gift-ideas-diy/927698696264)
creative white elephant ideas (https://app.pinclicks.com/keyword/creative-white-elephant-ideas/907649803322)
diy white elephant gifts funny (https://app.pinclicks.com/keyword/diy-white-elephant-gifts-funny/916458130662)
white elephant theme ideas (https://app.pinclicks.com/keyword/white-elephant-theme-ideas/944693178362)
white elephant wrapping ideas (https://app.pinclicks.com/keyword/white-elephant-wrapping-ideas/920635370923)
white elephant gift ideas 50 dollars (https://app.pinclicks.com/keyword/white-elephant-gift-ideas-50-dollars/949663920856)
nice white elephant gift ideas (https://app.pinclicks.com/keyword/nice-white-elephant-gift-ideas/908121364306)
white elephant gift basket ideas (https://app.pinclicks.com/keyword/white-elephant-gift-basket-ideas/895880968977)
funny ways to give money as a gift (https://app.pinclicks.com/keyword/funny-ways-to-give-money-as-a-gift/920533988361)
cheap white elephant gifts (https://app.pinclicks.com/keyword/cheap-white-elephant-gifts/894768012502)"
898862523745,"custom dog gifts",https://www.pinterest.com/ideas/custom-dog-gifts/898862523745,202,0,,
898899773406,"unique gifts for mom",https://www.pinterest.com/ideas/unique-gifts-for-mom/898899773406,1787,0,"event planning (https://app.pinclicks.com/keyword/event-planning/941870572865)
gifts (https://app.pinclicks.com/keyword/gifts/915305016791)
gifts for adults (https://app.pinclicks.com/keyword/gifts-for-adults/898524447846)","gifts for my mom (https://app.pinclicks.com/keyword/gifts-for-my-mom/938962100889)
gifts to get your mom (https://app.pinclicks.com/keyword/gifts-to-get-your-mom/942824199826)
handmade gift ideas for best friend (https://app.pinclicks.com/keyword/handmade-gift-ideas-for-best-friend/950167638192)
cute gifts for friends (https://app.pinclicks.com/keyword/cute-gifts-for-friends/927406212023)
gift basket ideas for women (https://app.pinclicks.com/keyword/gift-basket-ideas-for-women/959099205788)
small gifts for boyfriend (https://app.pinclicks.com/keyword/small-gifts-for-boyfriend/935532916855)
happy birthday gifts (https://app.pinclicks.com/keyword/happy-birthday-gifts/911254497581)
diy gifts for him (https://app.pinclicks.com/keyword/diy-gifts-for-him/919353160163)
cute gifts for mom (https://app.pinclicks.com/keyword/cute-gifts-for-mom/922571947076)
mothersday gifts diy (https://app.pinclicks.com/keyword/mothersday-gifts-diy/949764848574)"
899260294815,"custom birthday gifts for boyfriend",https://www.pinterest.com/ideas/custom-birthday-gifts-for-boyfriend/899260294815,195,0,,
899557341467,"custom boyfriend gifts",https://www.pinterest.com/ideas/custom-boyfriend-gifts/899557341467,566,0,,
899629748470,"unique gifts for husband",https://www.pinterest.com/ideas/unique-gifts-for-husband/899629748470,612,0,,
899918439507,"unique wedding gifts",https://www.pinterest.com/ideas/unique-wedding-gifts/899918439507,4563,0,,
